session,unit,n,mrl,pref,p,cell_type,significant
Achilles,180,3685,0.20906684720589094,3.023587226062469,8.181153460169302e-71,excitatory,True
Achilles,181,3186,0.06355156581499523,1.3776677286076877,2.5520373981502478e-06,excitatory,True
Achilles,182,2209,0.1541549622672308,-2.053584381376723,1.1802007613383409e-23,excitatory,True
Achilles,183,2264,0.1081873721889036,2.1768313632734237,2.8860840029421248e-12,excitatory,True
Achilles,186,890,0.07330375763373781,2.8463334959214226,0.008344854254528621,excitatory,True
Achilles,201,2168,0.0345945937528119,2.8384819303759885,0.07466007026353734,excitatory,False
Achilles,202,1212,0.11072967414469184,-1.431324813093635,3.380448728562019e-07,excitatory,True
Achilles,203,1125,0.047743790227658095,2.2521040568121227,0.07694032819942964,excitatory,False
Achilles,204,1403,0.12021004779637401,1.8644871206368008,1.4663192663582811e-09,excitatory,True
Achilles,210,753,0.09472093803350531,0.9528829992528166,0.0011515159933178961,excitatory,True
Achilles,211,909,0.03354763753843251,1.0942467278626933,0.3596033857313724,excitatory,False
Achilles,214,10932,0.025489262748596104,-3.0207501301769644,0.0008223232727063843,inhibitory,True
Achilles,215,1239,0.1078808266646415,2.569043769429132,5.269377251725661e-07,excitatory,True
Achilles,216,1750,0.2796075218167616,0.833250412788478,6.574688355768489e-60,excitatory,True
Achilles,217,1655,0.16629532370316197,1.808946431203321,9.812656066155185e-21,excitatory,True
Achilles,219,873,0.06394947345038944,2.862776410251409,0.028105988453494622,excitatory,True
Achilles,220,443,0.015029993021503983,-0.18332775925937667,0.904867519480042,excitatory,False
Achilles,221,1327,0.03647539564353411,-1.401012122979576,0.17111232979638052,excitatory,False
Achilles,222,2335,0.07967740096724829,-1.4670627915838597,3.5749566712191284e-07,excitatory,True
Achilles,225,779,0.22381532002258892,-1.672583866320107,7.124300835855987e-18,excitatory,True
Achilles,229,2300,0.024331478129759564,-2.3728601778741054,0.2562623906802015,excitatory,False
Achilles,236,427,0.11111310538140239,-2.566940180704697,0.005082477986167004,excitatory,True
Achilles,237,1763,0.05688682491289946,-1.966942419699531,0.0033184215101001043,excitatory,True
Achilles,238,1272,0.13461271442720849,3.097862089000467,8.871247692914819e-11,excitatory,True
Achilles,240,3657,0.00858848143475972,-2.1881929970754057,0.7635964958041851,excitatory,False
Achilles,241,1362,0.2628556238813652,2.838646505294247,8.295556428774257e-42,excitatory,True
Achilles,242,2529,0.05173206461588094,2.0453122366815637,0.0011461797454805588,excitatory,True
Achilles,250,53862,0.2590003952744663,1.6037119063376237,0.0,inhibitory,True
Achilles,253,684,0.060594636268600975,2.265398567852133,0.0811123756568938,excitatory,False
Achilles,255,2705,0.19134530417730766,-2.532928122520417,4.752123457618629e-44,excitatory,True
Achilles,256,16067,0.47268865871669435,1.5907778232965408,0.0,inhibitory,True
Achilles,257,4047,0.09148208860374739,-2.7887171668411335,1.8268457668814317e-15,excitatory,True
Achilles,258,2597,0.13897539101613604,-1.669850051280306,1.3032192895355915e-22,excitatory,True
Achilles,259,6250,0.05598377914409559,2.9718169160508294,3.067349708272699e-09,excitatory,True
Achilles,263,3038,0.15990603224498995,0.5848713576273173,1.1487206583466877e-34,excitatory,True
Achilles,264,490,0.11568151239696951,2.8783360694949893,0.0013981052129440807,excitatory,True
Achilles,266,1221,0.18168098863013332,-1.905102947172021,2.2853598524525665e-18,excitatory,True
Achilles,267,3318,0.2473370742001478,2.0945890991734806,1.7883366618334378e-88,inhibitory,True
Achilles,268,2432,0.11633516636315538,3.0218146451992305,4.5683323862313434e-15,excitatory,True
