session,center,auc,null_mean,z
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,-0.15,0.5662825469553349,0.4985424221600603,1.1176920495432876
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,-0.1,0.5647214564047346,0.4927393990016431,1.184330894936763
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,-0.05,0.5789698771519318,0.4914459358238528,1.4374019801003521
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.0,0.6042030438283685,0.49336179355970633,1.7589287629629082
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.05,0.5794481087969838,0.48564092958763583,1.3759636455249278
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.1,0.5957391244130318,0.49175702094613605,1.6417643736043768
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.15,0.6300427672362467,0.5010029682973609,2.0638901274436248
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.2,0.7067199798324562,0.4992052551597054,3.464099069373132
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.25,0.6998844137889505,0.4930783504852724,3.526563940315875
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.3,0.6422209158923452,0.4859953698881818,2.844841436333746
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.35,0.6551753363778313,0.4927854449265331,2.9306257453583298
5adab0b7-dfd0-467d-b09d-43cb7ca5d59c,0.4,0.5998127883631581,0.4825729245022022,1.593002956613968
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-1.1,0.6119546478685892,0.5264304841088925,1.029279325177146
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-1.05,0.6981909446644528,0.5271520906294573,1.9363477430802738
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-1.0,0.6198824833321276,0.5380073971092273,0.9006540568380577
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.95,0.6201191754819118,0.5431375045286585,0.7448816519828801
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.9,0.619286987566479,0.517848622196932,1.2000791442530354
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.85,0.5922953046811615,0.5362862288818586,0.6343850735814814
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.8,0.6089257151763788,0.5387110226571511,0.7373320221077214
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.75,0.6027641520368214,0.5316300155467816,0.936093769661983
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.7,0.5943014803116469,0.5492172033100199,0.49951962490223933
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.65,0.532522561232213,0.5229464248864025,0.11459891318543937
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.6,0.6162834937501798,0.528308912944696,0.9713888325880384
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.55,0.6569039918105538,0.556997493069242,1.058496169930343
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.5,0.617972260759344,0.5473611444261689,0.7012927700215674
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.45,0.6695833644482508,0.5479659812507051,1.2637691579360866
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.4,0.6181492268526405,0.5512465011693638,0.6852923415420499
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.35,0.6869066749860177,0.5443251487003734,1.576257136361836
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.3,0.7529723181274732,0.5463416275152049,2.1483270514259867
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.25,0.6890374099514841,0.557892488680107,1.4527116094470744
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.2,0.6845055368023355,0.56735556581801,1.1815669094002856
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.15,0.7620783491124858,0.5423507173617027,2.610879393438926
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.1,0.7481333893596317,0.5346897466632339,2.325625431172133
5bcafa14-71cb-42fa-8265-ce5cda1b89e0,-0.05,0.6139453729978522,0.5353222741481569,0.8474547251011517
